"","Status","FWS.Total","Other.Fed","Fed.Total","States.Total","Species.Total","Year"
"608","E",2200,24000,26200,0,26200,2004
"609","E",0,23600,23600,0,23600,2004
"610","E",0,3252,3252,0,3252,2004
"611","E",13603,19000,32603,9000,41603,2004
"612","E",0,266,266,0,NA,2004
"613","E",20427,78713,99140,0,99140,2004
"614","E",30148,0,30148,36000,66148,2004
"615","T",1500,8000,9500,0,9500,2004
"616","E",600,432,1032,500,1532,2004
"617","T",2169,1600,3769,0,3769,2004
"618","E",2100,0,2100,0,2100,2004
"619","T",300,620,920,0,NA,2004
"620","T",12800,16650,29450,7800,37250,2004
"621","E",0,266,266,0,NA,2004
"622","E",5500,32916,38416,0,38416,2004
"623","E",40000,1500,41500,0,41500,2004
"624","E",9000,200,9200,5200,14400,2004
"625","T",4000,5200,9200,0,9200,2004
"626","E",2200,0,2200,3000,5200,2004
"627","E",2000,1000,3000,0,3000,2004
"628","E",133,0,133,100,NA,2004
"629","E",133,0,133,100,NA,2004
"630","E",0,266,266,0,NA,2004
"631","E",6400,0,6400,0,6400,2004
"632","T",500,0,500,3000,3500,2004
"633","E",3000,0,3000,0,3000,2004
"634","T",596,0,596,0,NA,2004
"635","T",31724,85000,116724,0,116724,2004
"636","E",0,266,266,0,NA,2004
"637","E",1247,0,1247,0,1247,2004
"638","T",2900,0,2900,0,2900,2004
"639","E",30900,4000,34900,0,34900,2004
"640","E",6500,1180,7680,2400,10080,2004
"641","T",63400,1600,65000,9500,74500,2004
"642","E",0,3253,3253,0,3253,2004
"643","E",2400,600,3000,600,3600,2004
"644","T",22405,58100,80505,600,81105,2004
"645","T",1183,22300,23483,0,23483,2004
"646","T",16400,4000,20400,0,20400,2004
"647","T",600,0,600,28700,29300,2004
"648","E",90,44261,44351,0,44351,2004
"649","E",4000,300,4300,0,4300,2004
"650","E",6369,700,7069,6000,13069,2004
"651","E",8000,300,8300,2000,10300,2004
"652","E",11000,11700,22700,0,22700,2004
"653","T",0,10700,10700,0,10700,2004
"654","T",2000,1000,3000,0,3000,2004
"655","E",7000,0,7000,0,7000,2004
"656","E",8516,3600,12116,0,12116,2004
"657","E",0,35000,35000,0,35000,2004
"658","T",0,1000,1000,0,1000,2004
"659","T",0,1000,1000,1000,2000,2004
"660","T",0,11000,11000,0,11000,2004
"661","E",4000,55000,59000,0,59000,2004
"662","E",15000,2000,17000,0,17000,2004
"663","E",158000,62000,220000,250,220250,2004
"664","E",5300,8100,13400,400,13800,2004
"665","T",6000,14000,20000,0,20000,2004
"666","E",0,28400,28400,2000,30400,2004
"667","E",10000,32916,42916,10500,53416,2004
"668","E",32000,250,32250,24000,56250,2004
"669","T",9165,7700,16865,500,17365,2004
"670","T",5200,4100,9300,400,9700,2004
"671","E",5800,17100,22900,0,22900,2004
"672","E",23000,2310,25310,0,25310,2004
"673","E",500,16000,16500,0,16500,2004
"674","T",76155,75172,151327,29100,180427,2004
"675","E",0,21900,21900,0,21900,2004
"676","T",90,0,90,0,NA,2004
"677","E",227,2601,2828,500,3328,2004
"678","E",51100,71720,122820,8500,131320,2004
"679","E",596,200,796,0,NA,2004
"680","E",1183,0,1183,0,1183,2004
"681","T",619080,2900,621980,0,621980,2004
"682","E",32148,21500,53648,2300,55948,2004
"683","T",3000,0,3000,0,3000,2004
"684","E",2500,0,2500,0,2500,2004
"685","E",4937,0,4937,0,4937,2004
"686","E",0,16725,16725,0,16725,2004
"687","T",596,1100,1696,1000,2696,2004
"688","E",8000,6000,14000,0,14000,2004
"689","E",499,0,499,0,NA,2004
"690","E",132000,79700,211700,9450,221150,2004
"691","E",6123,0,6123,0,6123,2004
"692","T",6000,0,6000,0,6000,2004
"693","E",117000,66254,183254,5400,188654,2004
"694","E",151100,6250,157350,0,157350,2004
"695","T",0,1000,1000,0,1000,2004
"696","E",23867,0,23867,0,23867,2004
"697","T",7100,1600,8700,0,8700,2004
"698","T",18300,1020,19320,150,19470,2004
"699","T",2300,9600,11900,0,11900,2004
"700","T",0,766,766,0,NA,2004
"701","E",138086,26500,164586,0,164586,2004
"702","E",60000,26600,86600,2500,89100,2004
"703","E",84961,10800,95761,0,95761,2004
"704","E",7000,0,7000,0,7000,2004
"705","E",6000,70620,76620,500,77120,2004
"706","T",0,1000,1000,0,1000,2004
"707","T",0,1000,1000,0,1000,2004
"708","T",0,3252,3252,0,3252,2004
"709","T",0,1000,1000,0,1000,2004
"710","T",0,1000,1000,0,1000,2004
"711","T",0,1725,1725,0,1725,2004
"712","E",3500,0,3500,0,3500,2004
"713","E",0,17000,17000,0,17000,2004
"714","T",16631,18000,34631,0,34631,2004
"715","E",0,5994,5994,0,5994,2004
"716","E",0,5376,5376,0,5376,2004
"717","E",0,1900,1900,0,1900,2004
"718","T",6000,1500,7500,0,7500,2004
"719","T",13135,20572,33707,550,34257,2004
"720","E",8000,0,8000,500,8500,2004
"721","E",100,0,100,3000,3100,2004
"722","E",0,3252,3252,0,3252,2004
"723","E",400847,26593,427440,0,427440,2004
"724","E",3435,0,3435,4400,7835,2004
"725","E",133,4000,4133,900,5033,2004
"726","E",6500,0,6500,12300,18800,2004
"727","E",0,11857,11857,0,11857,2004
"728","E",13062,15750,28812,0,28812,2004
"729","E",1000,0,1000,0,1000,2004
"730","T",5000,0,5000,0,5000,2004
"731","T",2500,200,2700,0,2700,2004
"732","E",38700,3000,41700,2400,44100,2004
"733","T",9500,2000,11500,2000,13500,2004
"734","E",123,0,123,0,NA,2004
"735","E",19786,13000,32786,0,32786,2004
"736","T",1500,0,1500,1500,3000,2004
"737","E",1000,0,1000,0,1000,2004
"738","T",8071,0,8071,0,8071,2004
"739","E",0,3000,3000,0,3000,2004
"740","E",8071,1000,9071,0,9071,2004
"741","E",1600,1070,2670,1000,3670,2004
"742","E",17800,2000,19800,0,19800,2004
"743","T",9000,0,9000,0,9000,2004
"744","E",5505,58872,64377,500,64877,2004
"745","E",161,0,161,100,NA,2004
"746","E",135,0,135,300,NA,2004
"747","E",133,3600,3733,100,3833,2004
"748","E",141,0,141,500,NA,2004
"749","E",141,4650,4791,100,4891,2004
"750","E",3433,0,3433,2900,6333,2004
"751","E",8282,0,8282,1100,9382,2004
"752","E",261,0,261,9700,9961,2004
"753","E",141,500,641,100,NA,2004
"754","E",547,33400,33947,500,34447,2004
"755","E",547,58872,59419,500,59919,2004
"756","E",141,0,141,500,NA,2004
"757","E",4986,0,4986,500,5486,2004
"758","E",133,0,133,100,NA,2004
"759","E",133,0,133,100,NA,2004
"760","E",133,0,133,100,NA,2004
"761","E",3433,0,3433,2100,5533,2004
"762","E",3343,0,3343,600,3943,2004
"763","E",141,0,141,500,NA,2004
"764","T",133,0,133,100,NA,2004
"765","E",133,0,133,100,NA,2004
"766","E",1595,20793,22388,600,22988,2004
"767","E",3843,33400,37243,2600,39843,2004
"768","E",261,8622,8883,2600,11483,2004
"769","E",4993,73722,78715,1100,79815,2004
"770","E",144,0,144,2600,2744,2004
"771","E",3430,0,3430,100,3530,2004
"772","E",289,43000,43289,2900,46189,2004
"773","E",100,0,100,0,NA,2004
"774","E",8200,77282,85482,13200,98682,2004
"775","E",171,3000,3171,300,3471,2004
"776","E",325,5000,5325,1400,6725,2004
"777","E",161,0,161,100,NA,2004
"778","E",137,0,137,1100,1237,2004
"779","E",5396,72800,78196,500,78696,2004
"780","E",135,0,135,800,NA,2004
"781","T",133,0,133,100,NA,2004
"782","E",133,0,133,100,NA,2004
"783","E",137,0,137,2600,2737,2004
"784","E",547,25472,26019,500,26519,2004
"785","E",1557,0,1557,300,1857,2004
"786","E",560,33400,33960,500,34460,2004
"787","T",2300,7036,9336,2000,11336,2004
"788","T",1500,0,1500,0,1500,2004
"789","E",824,0,824,1100,1924,2004
"790","E",161,0,161,100,NA,2004
"791","E",161,0,161,1100,1261,2004
"792","E",1000,0,1000,0,1000,2004
"793","E",135,0,135,300,NA,2004
"794","E",1000,0,1000,0,1000,2004
"795","E",3731,22649,26380,300,26680,2004
"796","T",16786,80071,96857,4500,101357,2004
"797","E",2200,0,2200,3000,5200,2004
"798","E",0,0,0,7000,7000,2004
"799","E",133,0,133,1100,1233,2004
"800","E",18000,0,18000,0,18000,2004
"801","T",9800,1880,11680,1000,12680,2004
"802","E",16400,8300,24700,0,24700,2004
"803","E",139,24076,24215,300,24515,2004
"804","E",2500,0,2500,0,2500,2004
"805","E",6279,500,6779,0,6779,2004
"806","T",4800,5550,10350,800,11150,2004
"807","E",8801,25472,34273,2300,36573,2004
"808","E",175,0,175,100,NA,2004
"809","E",133,0,133,100,NA,2004
"810","E",161,0,161,100,NA,2004
"811","E",141,0,141,500,NA,2004
"812","E",5193,73722,78915,500,79415,2004
"813","E",161,0,161,1900,2061,2004
"814","E",5309,40000,45309,11300,56609,2004
"815","E",133,0,133,1100,1233,2004
"816","E",3735,27649,31384,700,32084,2004
"817","E",1661,21793,23454,1800,25254,2004
"818","E",141,0,141,500,NA,2004
"819","E",325,40000,40325,9400,49725,2004
"820","E",133,0,133,1100,1233,2004
"821","E",133,1000,1133,100,1233,2004
"822","E",133,0,133,1100,1233,2004
"823","E",141,0,141,1200,1341,2004
"824","E",559,33400,33959,500,34459,2004
"825","T",133,0,133,1100,1233,2004
"826","E",141,0,141,500,NA,2004
"827","E",133,6000,6133,100,6233,2004
"828","E",133,0,133,100,NA,2004
"829","E",72175,14959,87134,85700,172834,2004
"830","E",135,8171,8306,1700,10006,2004
"831","E",6392,104643,111035,1700,112735,2004
"832","E",136,0,136,1100,1236,2004
"833","E",5669,0,5669,300,5969,2004
"834","E",5085,84943,90028,100,90128,2004
"835","E",1000,2500,3500,0,3500,2004
"836","E",127000,6700,133700,3700,137400,2004
"837","T",107715,179895,287610,16200,303810,2004
"838","E",15531,0,15531,0,15531,2004
"839","E",161,12000,12161,100,12261,2004
"840","E",133,0,133,100,NA,2004
"841","E",6872,9961,16833,0,16833,2004
"842","E",30300,0,30300,0,30300,2004
"843","E",26000,0,26000,0,26000,2004
"844","E",4300,0,4300,0,4300,2004
"845","E",6656,20410,27066,0,27066,2004
"846","E",133,0,133,500,NA,2004
"847","E",13500,0,13500,1100,14600,2004
"848","E",114547,4617,119164,0,119164,2004
"849","T",1100,0,1100,1000,2100,2004
"850","E",42985,33000,75985,0,75985,2004
"851","E",6000,64492,70492,0,70492,2004
"852","E",8000,0,8000,3300,11300,2004
"853","E",137,0,137,100,NA,2004
"854","E",6505,650,7155,1100,8255,2004
"855","E",245,74193,74438,100,74538,2004
"856","E",141,0,141,500,NA,2004
"857","E",133,0,133,100,NA,2004
"858","E",175,0,175,100,NA,2004
"859","E",171,0,171,3300,3471,2004
"860","E",161,0,161,1100,1261,2004
"861","E",4140,7546,11686,0,11686,2004
"862","T",156651,118817,275468,600,276068,2004
"863","E",5151,0,5151,0,5151,2004
"864","E",100,0,100,3000,3100,2004
"865","E",5873,108952,114825,500,115325,2004
"866","T",206,3000,3206,1100,4306,2004
"867","E",0,3252,3252,0,3252,2004
"868","E",6831,10000,16831,0,16831,2004
"869","E",44500,0,44500,2000,46500,2004
"870","T",1000,0,1000,0,1000,2004
"871","E",4000,0,4000,2200,6200,2004
"872","E",0,5376,5376,0,5376,2004
"873","T",1170,900,2070,0,2070,2004
"874","T",13800,4000,17800,0,17800,2004
"875","T",553,0,553,0,NA,2004
"876","E",1044,2410,3454,0,3454,2004
"877","E",0,4500,4500,0,4500,2004
"878","E",133,0,133,100,NA,2004
"879","E",5228,14959,20187,3700,23887,2004
"880","E",133,0,133,100,NA,2004
"881","E",137,56801,56938,100,57038,2004
"882","E",7640,62000,69640,0,69640,2004
"883","E",37985,65000,102985,0,102985,2004
"884","E",4000,346,4346,0,4346,2004
"885","E",5614,101793,107407,5600,113007,2004
"886","E",90,0,90,0,NA,2004
"887","E",90,42261,42351,0,42351,2004
"888","E",7394,333,7727,300,8027,2004
"889","E",239941,1000,240941,0,240941,2004
"890","E",468,0,468,0,NA,2004
"891","T",100,200,300,0,NA,2004
"892","T",84235,5000,89235,0,89235,2004
"893","T",2100,0,2100,0,2100,2004
"894","E",19000,25000,44000,0,44000,2004
"895","E",14000,0,14000,200,14200,2004
"896","E",113820,30100,143920,0,143920,2004
"897","E",100,1000,1100,0,1100,2004
"898","E",880,3000,3880,0,3880,2004
"899","T",149717,920000,1069717,0,1069717,2004
"900","E",18000,4000,22000,0,22000,2004
"901","E",17000,25000,42000,0,42000,2004
"902","E",0,1000,1000,0,1000,2004
"903","E",62451,0,62451,0,62451,2004
"904","E",38100,0,38100,0,38100,2004
"905","T",36400,13854,50254,4160,54414,2004
"906","T",100,16000,16100,300,16400,2004
"907","E",100,0,100,3000,3100,2004
"908","E",1100,127400,128500,0,128500,2004
"909","E",2100,0,2100,3000,5100,2004
"910","E",3000,804,3804,0,3804,2004
"911","T",59000,200,59200,6100,65300,2004
"912","E",0,21900,21900,0,21900,2004
"913","E",11040,500,11540,0,11540,2004
"914","E",11000,0,11000,7000,18000,2004
"915","T",880,0,880,0,NA,2004
"916","E",0,266,266,0,NA,2004
"917","E",161,0,161,100,NA,2004
"918","E",559,58872,59431,1400,60831,2004
"919","E",139,2501,2640,500,3140,2004
"920","E",1579,0,1579,0,1579,2004
"921","E",2079,0,2079,0,2079,2004
"922","T",35006,69261,104267,0,104267,2004
"923","E",5191,73722,78913,100,79013,2004
"924","E",133,0,133,1100,1233,2004
"925","E",161,0,161,100,NA,2004
"926","E",133,0,133,100,NA,2004
"927","E",133,0,133,1100,1233,2004
"928","E",133,0,133,100,NA,2004
"929","E",137,0,137,100,NA,2004
"930","E",133,0,133,1100,1233,2004
"931","E",4986,73722,78708,100,78808,2004
"932","E",133,0,133,1100,1233,2004
"933","E",547,41700,42247,1100,43347,2004
"934","E",141,0,141,900,1041,2004
"935","E",547,3264,3811,1100,4911,2004
"936","E",135,0,135,100,NA,2004
"937","E",8487,73722,82209,1100,83309,2004
"938","E",5505,25472,30977,1100,32077,2004
"939","E",161,0,161,1100,1261,2004
"940","E",141,0,141,100,NA,2004
"941","E",500,0,500,0,NA,2004
"942","E",1000,0,1000,0,1000,2004
"943","E",5309,91081,96390,1700,98090,2004
"944","E",2000,500,2500,0,2500,2004
"945","E",32000,0,32000,0,32000,2004
"946","E",500,0,500,0,NA,2004
"947","E",133,0,133,1100,1233,2004
"948","E",2000,0,2000,0,2000,2004
"949","E",500,0,500,0,NA,2004
"950","E",3854,33400,37254,1100,38354,2004
"951","E",1000,0,1000,0,1000,2004
"952","E",161,0,161,1900,2061,2004
"953","E",192,0,192,600,NA,2004
"954","E",500,0,500,0,NA,2004
"955","E",141,0,141,100,NA,2004
"956","T",12100,3125,15225,10600,25825,2004
"957","T",500,0,500,0,NA,2004
"958","E",133,0,133,100,NA,2004
"959","E",137,0,137,1100,1237,2004
"960","E",8383,0,8383,4700,13083,2004
"961","E",5191,72800,77991,100,78091,2004
"962","E",4986,73722,78708,100,78808,2004
"963","E",656,58872,59528,1400,60928,2004
"964","E",8390,0,8390,2000,10390,2004
"965","E",133,0,133,100,NA,2004
"966","E",1000,0,1000,0,1000,2004
"967","E",1500,0,1500,0,1500,2004
"968","E",1500,0,1500,0,1500,2004
"969","E",3731,0,3731,600,4331,2004
"970","E",547,25472,26019,500,26519,2004
"971","E",3433,0,3433,2300,5733,2004
"972","E",137,76694,76831,1100,77931,2004
"973","E",137,25000,25137,1400,26537,2004
"974","E",500,0,500,0,NA,2004
"975","E",137,0,137,100,NA,2004
"976","E",141,0,141,100,NA,2004
"977","E",141,0,141,500,NA,2004
"978","E",135,0,135,300,NA,2004
"979","E",4986,0,4986,300,5286,2004
"980","E",2000,0,2000,0,2000,2004
"981","E",2000,0,2000,0,2000,2004
"982","E",133,0,133,1100,1233,2004
"983","E",1000,0,1000,0,1000,2004
"984","E",5193,147344,152537,100,152637,2004
"985","E",4101,25649,29750,3600,33350,2004
"986","E",133,0,133,100,NA,2004
"987","E",50423,0,50423,0,50423,2004
"988","E",50423,0,50423,0,50423,2004
"989","E",133,0,133,100,NA,2004
"990","E",5505,58872,64377,500,64877,2004
"991","E",8692,0,8692,2300,10992,2004
"992","E",161,0,161,100,NA,2004
"993","E",141,0,141,500,NA,2004
"994","E",566,25472,26038,2000,28038,2004
"995","E",3435,0,3435,3500,6935,2004
"996","E",225,6171,6396,1800,8196,2004
"997","E",161,0,161,100,NA,2004
"998","E",1505,0,1505,300,1805,2004
"999","E",161,0,161,100,NA,2004
"1000","E",852,350,1202,100,1302,2004
"1001","E",133,0,133,100,NA,2004
"1002","E",133,0,133,1100,1233,2004
"1003","E",133,0,133,1100,1233,2004
"1004","E",5191,74193,79384,100,79484,2004
"1005","E",547,58400,58947,1400,60347,2004
"1006","E",133,3600,3733,100,3833,2004
"1007","E",161,0,161,100,NA,2004
"1008","E",5563,74193,79756,100,79856,2004
"1009","E",8905,0,8905,2300,11205,2004
"1010","E",161,0,161,1100,1261,2004
"1011","E",133,0,133,100,NA,2004
"1012","E",133,0,133,1100,1233,2004
"1013","E",8508,73722,82230,2100,84330,2004
"1014","E",133,0,133,100,NA,2004
"1015","E",133,0,133,100,NA,2004
"1016","T",133,0,133,100,NA,2004
"1017","E",133,0,133,100,NA,2004
"1018","T",2500,0,2500,0,2500,2004
"1019","E",141,0,141,500,NA,2004
"1020","T",3731,22649,26380,300,26680,2004
"1021","E",3814,96371,100185,600,100785,2004
"1022","E",137,0,137,2000,2137,2004
"1023","E",8751,96371,105122,300,105422,2004
"1024","E",3731,20000,23731,300,24031,2004
"1025","E",141,0,141,100,NA,2004
"1026","E",3341,0,3341,100,3441,2004
"1027","E",3433,0,3433,1100,4533,2004
"1028","E",1000,0,1000,0,1000,2004
"1029","E",3731,27149,30880,700,31580,2004
"1030","E",245,74644,74889,100,74989,2004
"1031","E",3430,3571,7001,1100,8101,2004
"1032","E",141,0,141,500,NA,2004
"1033","T",133,0,133,100,NA,2004
"1034","E",137,0,137,500,NA,2004
"1035","E",1500,0,1500,0,1500,2004
"1036","E",3735,0,3735,300,4035,2004
"1037","E",133,0,133,100,NA,2004
"1038","E",141,0,141,100,NA,2004
"1039","E",547,33400,33947,500,34447,2004
"1040","E",161,0,161,100,NA,2004
"1041","E",133,1200,1333,100,1433,2004
"1042","T",0,0,0,100,NA,2004
"1043","E",161,0,161,100,NA,2004
"1044","E",8908,74193,83101,1400,84501,2004
"1045","E",139,4751,4890,1500,6390,2004
"1046","E",362,0,362,100,NA,2004
"1047","E",20407,0,20407,0,20407,2004
"1048","E",3433,25472,28905,1100,30005,2004
"1049","T",99600,10290,109890,32230,142120,2004
"1050","T",168125,108114,276239,16400,292639,2004
"1051","E",90,44261,44351,0,44351,2004
"1052","E",2079,3250,5329,0,5329,2004
"1053","E",3079,1000,4079,0,4079,2004
"1054","T",2079,1100,3179,11000,14179,2004
"1055","T",161937,4900,166837,0,166837,2004
"1056","T",2079,2000,4079,19000,23079,2004
"1057","E",0,266,266,0,NA,2004
"1058","T",0,266,266,0,NA,2004
"1059","T",251441,2050,253491,4000,257491,2004
"1060","E",0,9807,9807,0,9807,2004
"1061","E",3500,0,3500,0,3500,2004
"1062","E",1500,0,1500,0,1500,2004
"1063","E",3000,0,3000,0,3000,2004
"1064","E",1000,0,1000,0,1000,2004
"1065","E",21500,0,21500,0,21500,2004
"1066","E",133,0,133,0,NA,2004
"1067","E",663,99193,99856,100,99956,2004
"1068","E",137,19076,19213,100,19313,2004
"1069","E",800,0,800,3500,4300,2004
"1070","E",700,0,700,4000,4700,2004
"1071","E",0,0,0,3500,3500,2004
"1072","E",3000,0,3000,0,3000,2004
"1073","E",0,20000,20000,0,20000,2004
"1074","E",25855,43400,69255,1000,70255,2004
"1075","E",90,27000,27090,0,27090,2004
"1076","E",1380,1000,2380,0,2380,2004
"1077","E",1000,0,1000,0,1000,2004
"1078","E",3400,1500,4900,0,4900,2004
"1079","E",0,9557,9557,0,9557,2004
"1080","E",1137,2000,3137,0,3137,2004
"1081","E",40000,52300,92300,5700,98000,2004
"1082","E",95027,0,95027,5000,100027,2004
"1083","T",2500,15000,17500,0,17500,2004
"1084","E",141,0,141,100,NA,2004
"1085","T",18900,5450,24350,8000,32350,2004
"1086","E",1500,1310,2810,0,2810,2004
"1087","E",43000,18500,61500,0,61500,2004
"1088","E",0,500,500,1000,1500,2004
"1089","E",16000,0,16000,0,16000,2004
"1090","E",35000,1920,36920,0,36920,2004
"1091","E",14600,0,14600,3000,17600,2004
"1092","E",3000,0,3000,3000,6000,2004
"1093","T",32500,74522,107022,500,107522,2004
"1094","E",800,0,800,4000,4800,2004
"1095","E",38100,0,38100,0,38100,2004
"1096","E",3450,0,3450,0,3450,2004
"1097","E",9500,811915,821415,5700,827115,2004
"1098","E",2000,0,2000,0,2000,2004
"1099","E",26336,161000,187336,0,187336,2004
"1100","E",3767,22649,26416,1000,27416,2004
"1101","E",53700,1000,54700,0,54700,2004
"1102","E",15000,18080,33080,0,33080,2004
"1103","T",33000,46070,79070,2500,81570,2004
"1104","E",499,0,499,0,NA,2004
"1105","E",3821,27149,30970,300,31270,2004
"1106","E",157400,18040,175440,0,175440,2004
"1107","E",22500,0,22500,17500,40000,2004
"1108","E",2000,10259,12259,0,12259,2004
"1109","T",2000,100,2100,0,2100,2004
"1110","E",133,7500,7633,100,7733,2004
"1111","T",596,0,596,0,NA,2004
"1112","E",179,15501,15680,500,16180,2004
"1113","E",6500,0,6500,0,6500,2004
"1114","E",2300,4100,6400,800,7200,2004
"1115","T",2200,0,2200,800,3000,2004
"1116","E",2300,0,2300,0,2300,2004
